,description,price,url,condition,Brand,Processor,Storage,Touchscreen,HDMI,Chromebook,OS,storage,RAM,screensize
80,Refurbished: DELL Grade A Laptop E5470 Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,389.99,https://www.newegg.com/dell-e5470/p/N82E16834844662?Item=N82E16834844662&Description=laptop&cm_re=laptop-_-34-844-662-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
81,Refurbished: DELL B Grade Laptop 5480 Intel Core i5 6th Gen 6440HQ (2.6GHz) 16GB Memory 256 GB SSD Intel HD Graphics 530 14.0  inch Windows 10 Pro 64-bit,379.99,https://www.newegg.com/gray-dell-5480-workstation/p/N82E16834343076?Item=N82E16834343076&Description=laptop&cm_re=laptop-_-34-343-076-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
82,Refurbished: DELL Grade A Laptop Latitude 7280 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 12.5  inch Windows 10 Pro 64-bit,369.99,https://www.newegg.com/dell-latitude-7280/p/N82E16834343227?Item=N82E16834343227&Description=laptop&cm_re=laptop-_-34-343-227-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
83,Refurbished: DELL Grade B Laptop Latitude 5580 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 15.6  inch Windows 10 Pro 64-bit,468.99,https://www.newegg.com/dell-latitude-5580/p/N82E16834343029?Item=N82E16834343029&Description=laptop&cm_re=laptop-_-34-343-029-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,15.6
84,Refurbished: DELL Grade A Laptop 7275 Intel Core M5 6Y57 (1.10GHz) 8GB Memory 256 GB SSD 12.5  inch Touchscreen Windows 10 Pro 64-Bit,299.99,https://www.newegg.com/dell-7275/p/N82E16834944254?Item=N82E16834944254&Description=laptop&cm_re=laptop-_-34-944-254-_-Product,old,Dell,M5,SSD,yes,no,no,windows,256,8,12.5
85,Refurbished: DELL Grade A Laptop Latitude 5480 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 512 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,551.99,https://www.newegg.com/dell-latitude-5480/p/N82E16834343219?Item=N82E16834343219&Description=laptop&cm_re=laptop-_-34-343-219-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
86,Refurbished: DELL Laptop Latitude E7440 Intel Core i5 4th Gen 4300U (1.90GHz) 8GB Memory 500GB HDD 14.0  inch Windows 10 Pro 64-Bit,401.99,https://www.newegg.com/black-silver-dell-latitude-e7440/p/N82E16834861944?Item=N82E16834861944&Description=laptop&cm_re=laptop-_-34-861-944-_-Product,old,Dell,i5,HDD,no,no,no,windows,500,8,14.0
87,Refurbished: DELL Grade A Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 256 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,449.99,https://www.newegg.com/dell-5490/p/N82E16834343185?Item=N82E16834343185&Description=laptop&cm_re=laptop-_-34-343-185-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
88,Refurbished: DELL Grade A Laptop 5480 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 500 GB SSD 14.0  inch Windows 10 Pro 64-Bit,393.99,https://www.newegg.com/dell-5480/p/N82E16834944207?Item=N82E16834944207&Description=laptop&cm_re=laptop-_-34-944-207-_-Product,old,Dell,i5,SSD,no,no,no,windows,500,8,14.0
89,Refurbished: DELL Grade A Laptop Latitude 7490 Intel Core i7 8th Gen 8650U (1.90GHz) 16GB Memory 512 GB M.2 NVMe SSD Intel UHD Graphics 620 14.0  inch Windows 10 Pro 64-bit,889.99,https://www.newegg.com/gray-dell-latitude-7490-work-business/p/N82E16834343316?Item=N82E16834343316&Description=laptop&cm_re=laptop-_-34-343-316-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
90,Refurbished: Dell Latitude E7250 12.5 in Laptop - Intel Core i5 5300U 5th Gen 2.3 GHz 8GB 256GB SSD Windows 10 Pro 64-Bit - Webcam,359.99,https://www.newegg.com/dell-latitude-e7250/p/1TS-000A-0AR75?Item=1TS-000A-0AR75&Description=laptop&cm_re=laptop-_-1TS-000A-0AR75-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
92,Refurbished: DELL Grade B Laptop Latitude 5580 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 256 GB SSD Intel HD Graphics 620 15.6  inch Windows 10 Pro 64-bit,489.99,https://www.newegg.com/dell-latitude-5580/p/N82E16834343226?Item=N82E16834343226&Description=laptop&cm_re=laptop-_-34-343-226-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,15.6
93,Refurbished: DELL A Grade Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 512 GB SSD Intel HD Graphics 620 14.0  inch Windows 10 Pro 64-bit,507.99,https://www.newegg.com/dell-5490-mainstream/p/N82E16834843665?Item=N82E16834843665&Description=laptop&cm_re=laptop-_-34-843-665-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
94,Refurbished: DELL Grade A Laptop Latitude E7470 Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,462.99,https://www.newegg.com/dell-latitude-e7470/p/N82E16834343025?Item=N82E16834343025&Description=laptop&cm_re=laptop-_-34-343-025-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
95,Refurbished: DELL Grade A aptop Latitude E5470 Intel Core i7 6th Gen 6820HQ (2.70GHz) 16GB Memory 512 GB SSD Intel HD Graphics 530 14.0  inch Windows 10 Pro 64-bit,532.99,https://www.newegg.com/dell-latitude-e5470/p/N82E16834343242?Item=N82E16834343242&Description=laptop&cm_re=laptop-_-34-343-242-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
96,Refurbished: DELL Grade B Laptop Latitude 5590 Intel Core i5 8th Gen 8250U (1.60GHz) 16GB Memory 256 GB SSD Intel UHD Graphics 620 15.6  inch Windows 10 Pro 64-bit,585.99,https://www.newegg.com/dell-latitude-5590/p/N82E16834343328?Item=N82E16834343328&Description=laptop&cm_re=laptop-_-34-343-328-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,15.6
97,Refurbished: DELL Grade A Laptop Precision 7510 Intel i7-6820HQ (2.7GHz) 32GB Memory 512 GB SSD 15.6  inch Windows 10 Pro,737.99,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834843523?Item=N82E16834843523&Description=laptop&cm_re=laptop-_-34-843-523-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,32,15.6
98,Refurbished: DELL 7480 Laptop Intel Core i7 7th Gen 7600U (2.80 GHz) 16 GB Memory 512 GB SSD 14.0  inch Windows 10 Pro B Grade,543.99,https://www.newegg.com/dell-7480/p/N82E16834843173?Item=N82E16834843173&Description=laptop&cm_re=laptop-_-34-843-173-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
99,Refurbished: DELL Grade A Laptop Latitude 14 Rugged 5414 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Touchscreen Windows 10 Pro 64-bit,833.99,https://www.newegg.com/dell-latitude-14-rugged-5414/p/N82E16834343278?Item=N82E16834343278&Description=laptop&cm_re=laptop-_-34-343-278-_-Product,old,Dell,i5,SSD,yes,no,no,windows,256,16,14.0
106,Refurbished: Dell Latitude E7250 12.5 in Laptop - Intel Core i5 5300U 5th Gen 2.30 GHz 8GB 128GB SSD Windows 10 Pro 64-Bit - Webcam,800.99,https://www.newegg.com/dell-latitude-e7250/p/1TS-000A-0ASK1?Item=1TS-000A-0ASK1&Description=laptop&cm_re=laptop-_-1TS-000A-0ASK1-_-Product,old,Dell,i5,SSD,no,no,no,windows,128,8,12.5
107,Refurbished: DELL Grade A Laptop 7480 Intel Core i5 7th Gen 7300U (2.60GHz) 16GB Memory 1 TB SSD 14.0  inch Windows 10 Pro,346.99,https://www.newegg.com/dell-7480/p/N82E16834843172?Item=N82E16834843172&Description=laptop&cm_re=laptop-_-34-843-172-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
108,Refurbished: DELL Laptop Precision 5520 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 15.6  inch Windows 10,239.99,https://www.newegg.com/gray-dell-precision-5520-workstation/p/N82E16834844784?Item=N82E16834844784&Description=laptop&cm_re=laptop-_-34-844-784-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,15.6
109,Refurbished: DELL B Grade Laptop 5480 Intel Core i5 6th Gen 6440HQ (2.6GHz) 8GB Memory 256 GB SSD Intel HD Graphics 530 14.0  inch Windows 10 Pro 64-bit,694.99,https://www.newegg.com/gray-dell-5480-workstation/p/N82E16834343075?Item=N82E16834343075&Description=laptop&cm_re=laptop-_-34-343-075-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
110,"Refurbished: DELL Latitude E7250 12.5  inch 1366x768 Notebook PC, Intel Core i5-5300U 2.3GHz, 8GB DDR3 RAM, 256GB SSD, Win-10 Pro x64 Grade B",770.99,https://www.newegg.com/black-dell-latitude-e7250-mainstream/p/1TS-000A-03YU3?Item=9SIADT28PH3901&Description=laptop&cm_re=laptop-_-1TS-000A-03YU3-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
111,Refurbished: DELL Grade A Laptop E5570 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 15.6  inch Windows 10,468.99,https://www.newegg.com/gray-dell-e5570-workstation/p/N82E16834844763?Item=N82E16834844763&Description=laptop&cm_re=laptop-_-34-844-763-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,15.6
113,Refurbished: DELL Laptop 7480 Intel Core i5 6th Gen 6300U (2.40GHz) 16GB Memory 512 GB M.2 SSD 14.0  inch Windows 10 Pro 64bit,389.99,https://www.newegg.com/dell-7480/p/N82E16834343085?Item=N82E16834343085&Description=laptop&cm_re=laptop-_-34-343-085-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
114,Refurbished: DELL A Grade Laptop E5470 Intel Core i7 6th Gen 6600U (2.60GHz) 8GB Memory 512 GB SSD 14.0  inch Windows 10 Pro 64-bit,449.99,https://www.newegg.com/dell-e5470/p/N82E16834843668?Item=N82E16834843668&Description=laptop&cm_re=laptop-_-34-843-668-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,8,14.0
115,Refurbished: DELL Grade A Laptop Latitude 5480 Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 256 GB SSD Intel HD Graphics 520 14.0  inch Windows 10 Pro 64-bit,499.99,https://www.newegg.com/dell-latitude-5480/p/N82E16834343218?Item=N82E16834343218&Description=laptop&cm_re=laptop-_-34-343-218-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
116,Refurbished: DELL Laptop 5490 Intel Core i5 7th Gen 7300U (2.60GHz) 8GB Memory 512 GB SSD 14.0  inch Windows 10 Pro 64bit,369.99,https://www.newegg.com/dell-5490/p/N82E16834343080?Item=N82E16834343080&Description=laptop&cm_re=laptop-_-34-343-080-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,14.0
117,"Refurbished: Dell Latitude 3580 15.6  inch 1366x768 HD Laptop PC, Intel Core i5-7200U 2.5GHz, 8GB DDR4 RAM, 512GB SSD, Win 10 Pro Grade A",593.99,https://www.newegg.com/black-dell-latitude-3580-mainstream/p/1TS-000A-0DPZ7?Item=9SIADT2E8D4219&Description=laptop&cm_re=laptop-_-9SIADT2E8D4219-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,15.6
118,Refurbished: DELL Grade A Laptop Latitude 7280 Intel Core i5 6th Gen 6300U (2.40GHz) 8GB Memory 512 GB SSD Intel HD Graphics 520 12.5  inch Windows 10 Pro 64-bit,356.99,https://www.newegg.com/dell-latitude-7280/p/N82E16834343229?Item=N82E16834343229&Description=laptop&cm_re=laptop-_-34-343-229-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,12.5
119,Refurbished: DELL Grade A Laptop 7390 Intel Core i7 8th Gen 8650U (1.90GHz) 16GB Memory 512 GB SSD Intel UHD Graphics 620 13.3  inch Windows 10 Pro 64-bit,390.99,https://www.newegg.com/dell-7390/p/N82E16834343186?Item=N82E16834343186&Description=laptop&cm_re=laptop-_-34-343-186-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,13.3
120,Refurbished: DELL Laptop Latitude E6420 Intel Core i5 2nd Gen 2520M (2.50GHz) 16GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-Bit,509.99,https://www.newegg.com/dell-latitude-e6420/p/N82E16834296650?Item=N82E16834296650&Description=laptop&cm_re=laptop-_-34-296-650-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
122,Refurbished: DELL Grade A Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 1 TB SSD 14.0  inch Windows 10 Pro,1082.99,https://www.newegg.com/dell-e5470/p/N82E16834843158?Item=N82E16834843158&Description=laptop&cm_re=laptop-_-34-843-158-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
123,Refurbished: DELL Grade A Laptop Latitude 5285 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 256 GB SSD Intel HD Graphics 620 12.3  inch Touchscreen Windows 10 Pro 64-bit,533.99,https://www.newegg.com/dell-latitude-5285/p/N82E16834343212?Item=N82E16834343212&Description=laptop&cm_re=laptop-_-34-343-212-_-Product,old,Dell,i7,SSD,yes,no,no,windows,256,16,12.3
124,Refurbished: DELL Laptop Precision 7720 Intel Xeon E3-1535M v6 (3.10GHz) 16GB Memory 1000 SSD 17.3  inch Windows 10,199.99,https://www.newegg.com/gray-dell-precision-7720-workstation/p/N82E16834844793?Item=N82E16834844793&Description=laptop&cm_re=laptop-_-34-844-793-_-Product,old,Dell,xeon,SSD,no,no,no,windows,1024,16,17.3
126,"Refurbished: Dell Latitude E6430s 14  inch 1366x768 Laptop PC, Intel Core i5-3320M 2.6GHz, 8GB DDR3 RAM, 512GB SSD, Win-10 Pro x64 Grade A",296.99,https://www.newegg.com/black-slate-dell-latitude-e6430s-mainstream/p/1TS-000A-05Y82?Item=9SIADT29WK9007&Description=laptop&cm_re=laptop-_-1TS-000A-05Y82-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,14
127,Refurbished: DELL Latitude E5470 Laptop Intel Core i5 6th Gen 6300U (2.40 GHz) 8 GB Memory 500 GB SSD 14.0  inch Windows 10 Pro 64-bit Grade A,802.99,https://www.newegg.com/dell-latitude-e5470/p/N82E16834849843?Item=N82E16834849843&Description=laptop&cm_re=laptop-_-34-849-843-_-Product,old,Dell,i5,SSD,no,no,no,windows,500,8,14.0
128,Refurbished: DELL E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5  inch Windows 10 Pro 64-Bit B Grade,340.99,https://www.newegg.com/dell-e7250/p/N82E16834861930?Item=N82E16834861930&Description=laptop&cm_re=laptop-_-34-861-930-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
129,Refurbished: DELL Precision 7710 Laptop Intel Core i7 6th Gen 6820HQ (2.70 GHz) 16 GB Memory 512 GB SSD 17.3  inch Windows 10 Pro 64-bit Grade A,356.99,https://www.newegg.com/gray-dell-precision-7710/p/N82E16834843196?Item=N82E16834843196&Description=laptop&cm_re=laptop-_-34-843-196-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,17.3
130,Refurbished: DELL Latitude E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 16 GB Memory 256 GB SSD 12.5  inch Windows 10 Pro 64-bit Grade A,304.99,https://www.newegg.com/dell-e7250/p/N82E16834861929?Item=N82E16834861929&Description=laptop&cm_re=laptop-_-34-861-929-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,12.5
131,Refurbished: DELL Laptop E6420 Intel Core i5 2nd Gen 2520M (2.50GHz) 16GB Memory 256 GB SSD 14.0  inch Windows 10 Pro 64-Bit,411.99,https://www.newegg.com/dell-e6420/p/N82E16834298436?Item=N82E16834298436&Description=laptop&cm_re=laptop-_-34-298-436-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
132,Refurbished: DELL Latitude E7250 Laptop Intel Core i5 5th Gen 5300U (2.30 GHz) 8 GB Memory 256 GB SSD 12.5  inch Windows 10 Pro 64-bit Grade A,539.99,https://www.newegg.com/black-dell-e7250/p/N82E16834861928?Item=N82E16834861928&Description=laptop&cm_re=laptop-_-34-861-928-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
133,Refurbished: DELL Laptop 7480 Intel Core i5 6300U (2.40GHz) 16GB Memory 256 SSD 14.0  inch Windows 10,486.99,https://www.newegg.com/gray-dell-7480-workstation/p/N82E16834844737?Item=N82E16834844737&Description=laptop&cm_re=laptop-_-34-844-737-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,16,14.0
134,Refurbished: DELL Laptop E7270 Core i7 6600U (2.60GHz) 16GB Memory 512 SSD 12.5  inch Windows 10,758.99,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834844768?Item=N82E16834844768&Description=laptop&cm_re=laptop-_-34-844-768-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,12.5
135,Refurbished: DELL Laptop E5270 Core i7 6600U (2.60GHz) 8GB Memory 256 SSD 14.0  inch Windows 10,679.99,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844732?Item=N82E16834844732&Description=laptop&cm_re=laptop-_-34-844-732-_-Product,old,Dell,i7,SSD,no,no,no,windows,256,8,14.0
136,Refurbished: DELL Laptop E5570 Core i7 6600U (2.60GHz) 16GB Memory 1000 SSD 15.6  inch Windows 10,508.99,https://www.newegg.com/gray-dell-e5570-workstation/p/N82E16834844762?Item=N82E16834844762&Description=laptop&cm_re=laptop-_-34-844-762-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,15.6
137,Refurbished: DELL Laptop Precision 7510 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 15.6  inch Windows 10,830.99,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834844788?Item=N82E16834844788&Description=laptop&cm_re=laptop-_-34-844-788-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,15.6
138,Refurbished: DELL Laptop E5470 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 14.0  inch Windows 10,612.99,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834844759?Item=N82E16834844759&Description=laptop&cm_re=laptop-_-34-844-759-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,14.0
139,Refurbished: DELL Laptop Precision 7710 Core i7 6820HQ (2.70GHz) 16GB Memory 1000 SSD 17.3  inch Windows 10,856.99,https://www.newegg.com/gray-dell-precision-7710-workstation/p/N82E16834844790?Item=N82E16834844790&Description=laptop&cm_re=laptop-_-34-844-790-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,17.3
140,Refurbished: DELL Laptop 7480 Core i7 6600U (2.60GHz) 16GB Memory 512 SSD 14.0  inch Windows 10,562.99,https://www.newegg.com/gray-dell-7480-workstation/p/N82E16834844739?Item=N82E16834844739&Description=laptop&cm_re=laptop-_-34-844-739-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,14.0
142,Refurbished: DELL Laptop E7470 Intel Core i5 6300U (2.40GHz) 16GB Memory 1000 SSD 14.0  inch Windows 10,315.99,https://www.newegg.com/gray-dell-e7470-workstation/p/N82E16834844772?Item=N82E16834844772&Description=laptop&cm_re=laptop-_-34-844-772-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
143,Refurbished: DELL E7470 Laptop Intel Core i5 6300U (2.40 GHz) 16 GB Memory 512 SSD 14.0  inch Windows 10,362.99,https://www.newegg.com/gray-dell-e7470-workstation/p/N82E16834844771?Item=N82E16834844771&Description=laptop&cm_re=laptop-_-34-844-771-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
144,Refurbished: DELL Laptop E5270 Intel Core i5 6300U (2.40GHz) 8GB Memory 256 SSD 14.0  inch Windows 10,337.99,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844729?Item=N82E16834844729&Description=laptop&cm_re=laptop-_-34-844-729-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
145,Refurbished: DELL Laptop E5470 Intel Core i5 6300U (2.40GHz) 8GB Memory 128 SSD 14.0  inch Windows 10,274.99,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834846644?Item=N82E16834846644&Description=laptop&cm_re=laptop-_-34-846-644-_-Product,old,Dell,i5,SSD,no,no,no,windows,128,8,14.0
146,Refurbished: DELL Laptop E5270 Intel Core i5 6300U (2.40GHz) 8GB Memory 512 SSD 14.0  inch Windows 10,445.99,https://www.newegg.com/gray-dell-e5270-workstation/p/N82E16834844730?Item=N82E16834844730&Description=laptop&cm_re=laptop-_-34-844-730-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,14.0
147,Refurbished: DELL Laptop E7250 Intel Core i5 5300U (2.30GHz) 8GB Memory 128 SSD 12.5  inch Windows 10,904.99,https://www.newegg.com/gray-dell-e7250-workstation/p/N82E16834846653?Item=N82E16834846653&Description=laptop&cm_re=laptop-_-34-846-653-_-Product,old,Dell,i5,SSD,no,no,no,windows,128,8,12.5
148,Refurbished: DELL Laptop E7270 Intel Core i5 6300U (2.40GHz) 16GB Memory 512 SSD 12.5  inch Windows 10,476.99,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834844765?Item=N82E16834844765&Description=laptop&cm_re=laptop-_-34-844-765-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,12.5
149,Refurbished: DELL Laptop Precision 7510 Intel Xeon E3-1505M v5 (2.80GHz) 32GB Memory 1000 SSD 15.6  inch Windows 10,492.99,https://www.newegg.com/gray-dell-precision-7510-workstation/p/N82E16834844789?Item=N82E16834844789&Description=laptop&cm_re=laptop-_-34-844-789-_-Product,old,Dell,xeon,SSD,no,no,no,windows,1024,32,15.6
150,Refurbished: DELL Laptop 5480 Intel Core i5 7300U (2.60GHz) 16GB Memory 1000 SSD 14.0  inch Windows 10,583.99,https://www.newegg.com/gray-dell-5480-workstation/p/N82E16834844748?Item=N82E16834844748&Description=laptop&cm_re=laptop-_-34-844-748-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
151,Refurbished: DELL Laptop E5470 Intel Core i5 6300U (2.40GHz) 16GB Memory 1000 SSD 14.0  inch Windows 10,798.99,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834844747?Item=N82E16834844747&Description=laptop&cm_re=laptop-_-34-844-747-_-Product,old,Dell,i5,SSD,no,no,no,windows,1024,16,14.0
155,Refurbished: DELL Laptop Latitude E7270 Intel Core i5 6300U (2.40GHz) 8GB Memory 256 SSD 12.5  inch Windows 10,842.99,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834846633?Item=N82E16834846633&Description=laptop&cm_re=laptop-_-34-846-633-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,12.5
158,Refurbished: DELL E5470 Laptop Intel Core i5 6300U (2.40 GHz) 8 GB Memory 128 SSD 14.0  inch Windows 10,444.99,https://www.newegg.com/gray-dell-e5470-workstation/p/N82E16834846645?Item=N82E16834846645&Description=laptop&cm_re=laptop-_-34-846-645-_-Product,old,Dell,i5,SSD,no,no,no,windows,128,8,14.0
163,Refurbished: DELL Laptop E5570 Intel Core i7 6th Gen 6820HQ (2.70GHz) 16GB Memory 512 SSD 15.6  inch Windows 10,786.99,https://www.newegg.com/gray-dell-e5570-workstation/p/N82E16834846626?Item=N82E16834846626&Description=laptop&cm_re=laptop-_-34-846-626-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,15.6
166,Refurbished: DELL Grade A Laptop E5570 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 15.6  inch Windows 10 Pro,489.99,https://www.newegg.com/dell-e5570/p/N82E16834843188?Item=N82E16834843188&Description=laptop&cm_re=laptop-_-34-843-188-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,15.6
167,Refurbished: DELL Laptop Latitude E7270 Intel Core i5 6300U (2.40GHz) 8GB Memory 512 SSD Integrated Graphics 12.5  inch Windows 10,487.99,https://www.newegg.com/gray-dell-e7270-workstation/p/N82E16834846635?Item=N82E16834846635&Description=laptop&cm_re=laptop-_-34-846-635-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,8,12.5
168,Refurbished: DELL Grade A Laptop E7470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 14.0  inch Windows 10 Pro,329.00,https://www.newegg.com/dell-e7470/p/N82E16834843165?Item=N82E16834843165&Description=laptop&cm_re=laptop-_-34-843-165-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
169,Refurbished: DELL Grade A Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 16GB Memory 512 GB SSD 14.0  inch Windows 10 Pro,640.99,https://www.newegg.com/dell-e5470/p/N82E16834843157?Item=N82E16834843157&Description=laptop&cm_re=laptop-_-34-843-157-_-Product,old,Dell,i5,SSD,no,no,no,windows,512,16,14.0
170,Refurbished: DELL Grade B Laptop E5470 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 14.0  inch Windows 10 Pro,690.99,https://www.newegg.com/dell-e5470/p/N82E16834843155?Item=N82E16834843155&Description=laptop&cm_re=laptop-_-34-843-155-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
171,Refurbished: DELL Grade A Laptop 7480 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 1 TB SSD 14.0  inch Windows 10 Pro,331.99,https://www.newegg.com/dell-7480/p/N82E16834843174?Item=N82E16834843174&Description=laptop&cm_re=laptop-_-34-843-174-_-Product,old,Dell,i7,SSD,no,no,no,windows,1024,16,14.0
173,Refurbished: DELL B Grade Laptop e6420 Intel Core i7 2.70GHz 4GB Memory 750GB HDD 14.0  inch Windows 10 Pro 64-Bit,509.99,https://www.newegg.com/dell-e6420/p/N82E16834298136?Item=N82E16834298136&Description=laptop&cm_re=laptop-_-34-298-136-_-Product,old,Dell,i7,HDD,no,no,no,windows,750,4,14.0
174,Refurbished: DELL Grade B Laptop 3470 Intel Core i5 6th Gen 6200U (2.30GHz) 8GB Memory 256 GB SSD 14.0  inch Windows 10 Pro,555.99,https://www.newegg.com/dell-3470/p/N82E16834843144?Item=N82E16834843144&Description=laptop&cm_re=laptop-_-34-843-144-_-Product,old,Dell,i5,SSD,no,no,no,windows,256,8,14.0
176,Refurbished: DELL A Grade Laptop 7280 Intel Core i7 7th Gen 7600U (2.80GHz) 16GB Memory 512 GB SSD 12.5  inch Windows 10 Pro 64-Bit,532.99,https://www.newegg.com/dell-7280/p/N82E16834846077?Item=N82E16834846077&Description=laptop&cm_re=laptop-_-34-846-077-_-Product,old,Dell,i7,SSD,no,no,no,windows,512,16,12.5
